Sentence,Part1 Sentiment,Part2 Sentiment,Transition Word,part1_sentence,part2_sentence
ಮೀನು ಮಾರುಕಟ್ಟೆಯ ಬಳಿ ಮೀನು ಹೇರಿಕೊಂಡು ಬರುವ ಲಾರಿಗಳು ರಸ್ತೆಗೆ ಅಡ್ಡಲಾಗಿ ನಿಲ್ಲುತ್ತಿರುವುದರಿಂದ ವಾಹನ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತಿದೆ ಮತ್ತು ಅಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ವ್ಯವಸ್ಥೆಯೂ ಇಲ್ಲ ಹಾಗೂ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ನಪಂ ವತಿಯಿಂದ ಅಳವಡಿಸದಿರುವುದರಿಂದ ಅಪಘಾತಗಳು ನಡೆಯುತ್ತಿದೆ ಆದ್ದರಿಂದ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ಅಳವಡಿಸುವುದು ಮತ್ತು ಮೀನು ಅನ್ ಲೋಡ್ ಮಾಡಲು ಆ ಸ್ಥಳದಲ್ಲಿ ಅವಕಾಶ ಕಲ್ಪಿಸದಂತೆ ಕರ್ನಾಟಕ ರಕ್ಷಣಾ ವೇದಿಕೆಯವರು ನಗರ ಪಂಚಾಯತ್ಗೆ ಹೋಗಿ ಮುಖ್ಯಾಧಿಕಾರಿಗಳಿಗೆ ಮನವಿ ಸಲ್ಲಿಸಿದ್ದಾರೆ,N,P,ಆದ್ದರಿಂದ,ಮೀನು ಮಾರುಕಟ್ಟೆಯ ಬಳಿ ಮೀನು ಹೇರಿಕೊಂಡು ಬರುವ ಲಾರಿಗಳು ರಸ್ತೆಗೆ ಅಡ್ಡಲಾಗಿ ನಿಲ್ಲುತ್ತಿರುವುದರಿಂದ ವಾಹನ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತಿದೆ ಮತ್ತು ಅಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ವ್ಯವಸ್ಥೆಯೂ ಇಲ್ಲ ಹಾಗೂ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ನಪಂ ವತಿಯಿಂದ ಅಳವಡಿಸದಿರುವುದರಿಂದ ಅಪಘಾತಗಳು ನಡೆಯುತ್ತಿದೆ,ಆದ್ದರಿಂದ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ಅಳವಡಿಸುವುದು ಮತ್ತು ಮೀನು ಅನ್ ಲೋಡ್ ಮಾಡಲು ಆ ಸ್ಥಳದಲ್ಲಿ ಅವಕಾಶ ಕಲ್ಪಿಸದಂತೆ ಕರ್ನಾಟಕ ರಕ್ಷಣಾ ವೇದಿಕೆಯವರು ನಗರ ಪಂಚಾಯತ್ಗೆ ಹೋಗಿ ಮುಖ್ಯಾಧಿಕಾರಿಗಳಿಗೆ ಮನವಿ ಸಲ್ಲಿಸಿದ್ದಾರೆ
ಮಾರುಕಟ್ಟೆಗೆ ಮೀನು ತರುವ ಲಾರಿ ಅನ್ಲೋಡ್ ಮಾಡುವಾಗ ಮಾರುಕಟ್ಟೆ ಎದುರಿನ ರಸ್ತೆಯ ಮಧ್ಯಭಾಗದ ವರೆಗೆ ನಿಲ್ಲುವುದರಿಂದ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತದೆ ಮತ್ತು ಮೀನಿನ ನೀರು ರಸ್ತೆಯಲ್ಲೆ ಕೆಳಗಿನವರೆಗೆ ಹರಿದು ವಾಸನೆ ಬರುತ್ತದೆ ಎಂದು ಜನರು ಜನಪ್ರತಿನಿಧೀಗಳು ಹೇಳುತ್ತಿದ್ದರೂ ನಗರ ಪಂಚಾಯತ್ ಎಚ್ಚೆತ್ತಿರಲಿಲ್ಲ ಆದರೆ ಈಗ ಅಪಘಾತದಲ್ಲಿ ಯುವಕನೊಬ್ಬ ಪ್ರಾಣ ಕಳೆದುಕೊಂಡ ಬಳಿಕ ಎಚ್ಚೆತ್ತ ಪಂಚಾಯತು ಹಳೆಯ ಮಾರುಕಟ್ಟೆಯೊಳಗಡೆ ಮೀನಿನ ವಾಹನ ನಿಲ್ಲಿಸಿ-ಹೊಸ ಮಾರುಕಟ್ಟೆಯ ಗೋಡೆ ಒಡೆದು ದಾರಿ ಮಾಡುವ ನಿರ್ಧಾರಕ್ಕೆ ಬಂದಿರುವುದಾಗಿ ತಿಳಿದು ಬಂದಿದೆ,N,O,ಆದರೆ,ಮಾರುಕಟ್ಟೆಗೆ ಮೀನು ತರುವ ಲಾರಿ ಅನ್ಲೋಡ್ ಮಾಡುವಾಗ ಮಾರುಕಟ್ಟೆ ಎದುರಿನ ರಸ್ತೆಯ ಮಧ್ಯಭಾಗದ ವರೆಗೆ ನಿಲ್ಲುವುದರಿಂದ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತದೆ ಮತ್ತು ಮೀನಿನ ನೀರು ರಸ್ತೆಯಲ್ಲೆ ಕೆಳಗಿನವರೆಗೆ ಹರಿದು ವಾಸನೆ ಬರುತ್ತದೆ ಎಂದು ಜನರು ಜನಪ್ರತಿನಿಧೀಗಳು ಹೇಳುತ್ತಿದ್ದರೂ ನಗರ ಪಂಚಾಯತ್ ಎಚ್ಚೆತ್ತಿರಲಿಲ್ಲ,ಆದರೆ ಈಗ ಅಪಘಾತದಲ್ಲಿ ಯುವಕನೊಬ್ಬ ಪ್ರಾಣ ಕಳೆದುಕೊಂಡ ಬಳಿಕ ಎಚ್ಚೆತ್ತ ಪಂಚಾಯತು ಹಳೆಯ ಮಾರುಕಟ್ಟೆಯೊಳಗಡೆ ಮೀನಿನ ವಾಹನ ನಿಲ್ಲಿಸಿ-ಹೊಸ ಮಾರುಕಟ್ಟೆಯ ಗೋಡೆ ಒಡೆದು ದಾರಿ ಮಾಡುವ ನಿರ್ಧಾರಕ್ಕೆ ಬಂದಿರುವುದಾಗಿ ತಿಳಿದು ಬಂದಿದೆ
ನವದೆಹಲಿ (ಪಿಟಿಐ) 2ಜಿ ತರಂಗಾಂತರ ಪ್ರಕರಣದ ವಿವಾದಾತ್ಮಕ ಟಿಪ್ಪಣಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪಿಚಿದಂಬರಂ ಮತ್ತು ಪ್ರಣವ್ ಮುಖರ್ಜಿ ಅವರ ಮಧ್ಯೆ ಕಾರ್ಯ ನಿರ್ವಹಣಾ ಭಿನ್ನಾಭಿಪ್ರಾಯ~ ಇದ್ದದ್ದು ಹೌದು ಎಂದು ಭಾನುವಾರ ಇಲ್ಲಿ ಒಪ್ಪಿಕೊಂಡ ಕೇಂದ್ರ ಕಾನೂನು ಸಚಿವ ಸಲ್ಮಾನ್ ಖುರ್ಷಿದ್ ಅವರು ಆದರೆ ಆಗ ಹಣಕಾಸು ಸಚಿವರಾಗಿದ್ದ ಚಿದಂಬರಂ ಅವರು ಸಂಪುಟ ನಿರ್ಧಾರಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ ಏನೂ ಮಾಡುವಂತಿರಲಿಲ್ಲ ಎಂದು ಪ್ರತಿಪಾದಿಸಿದರು,O,O,ಆದರೆ,ನವದೆಹಲಿ (ಪಿಟಿಐ) 2ಜಿ ತರಂಗಾಂತರ ಪ್ರಕರಣದ ವಿವಾದಾತ್ಮಕ ಟಿಪ್ಪಣಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪಿಚಿದಂಬರಂ ಮತ್ತು ಪ್ರಣವ್ ಮುಖರ್ಜಿ ಅವರ ಮಧ್ಯೆ ಕಾರ್ಯ ನಿರ್ವಹಣಾ ಭಿನ್ನಾಭಿಪ್ರಾಯ~ ಇದ್ದದ್ದು ಹೌದು ಎಂದು ಭಾನುವಾರ ಇಲ್ಲಿ ಒಪ್ಪಿಕೊಂಡ ಕೇಂದ್ರ ಕಾನೂನು ಸಚಿವ ಸಲ್ಮಾನ್ ಖುರ್ಷಿದ್ ಅವರು,ಆದರೆ ಆಗ ಹಣಕಾಸು ಸಚಿವರಾಗಿದ್ದ ಚಿದಂಬರಂ ಅವರು ಸಂಪುಟ ನಿರ್ಧಾರಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ ಏನೂ ಮಾಡುವಂತಿರಲಿಲ್ಲ ಎಂದು ಪ್ರತಿಪಾದಿಸಿದರು
ದೇಶದ ನಗರ ಪ್ರದೇಶಗಳಲ್ಲೀಗ ಹೊಸ ನೋಟುಗಳ ಪರ್ಯಾಪ್ತ ಲಭ್ಯತೆಯು ಗಮನಾರ್ಹವಾಗಿ ಸುಧಾರಿಸಿದೆ ಆದರೆ ಗ್ರಾಮೀಣ ಭಾಗಗಳಲ್ಲಿ ಈಗಲೂ ನಗದು ಕೊರತೆ ಹಾಗೆಯೇ ಉಳಿದಿದೆ,P,N,ಆದರೆ,ದೇಶದ ನಗರ ಪ್ರದೇಶಗಳಲ್ಲೀಗ ಹೊಸ ನೋಟುಗಳ ಪರ್ಯಾಪ್ತ ಲಭ್ಯತೆಯು ಗಮನಾರ್ಹವಾಗಿ ಸುಧಾರಿಸಿದೆ,ಆದರೆ ಗ್ರಾಮೀಣ ಭಾಗಗಳಲ್ಲಿ ಈಗಲೂ ನಗದು ಕೊರತೆ ಹಾಗೆಯೇ ಉಳಿದಿದೆ
ಈ ವರದಿ ಬಗ್ಗೆ ನನಗೆ ಇನ್ನೂ ಯಾವುದೇ ಮಾಹಿತಿ ಇಲ್ಲ ಆದರೆ ಹಗರಣ ನಡೆದಿರುವುದು ಸ್ಪಷ್ಟವಾದರೆ ತಪ್ಪಿತಸ್ಥರ ವಿರುದ್ಧ ಯಾವುದೇ ಮುಲಾಜಿಲ್ಲದೆ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುವುದು ಎಂದರು,O,P,ಆದರೆ,ಈ ವರದಿ ಬಗ್ಗೆ ನನಗೆ ಇನ್ನೂ ಯಾವುದೇ ಮಾಹಿತಿ ಇಲ್ಲ,ಆದರೆ ಹಗರಣ ನಡೆದಿರುವುದು ಸ್ಪಷ್ಟವಾದರೆ ತಪ್ಪಿತಸ್ಥರ ವಿರುದ್ಧ ಯಾವುದೇ ಮುಲಾಜಿಲ್ಲದೆ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುವುದು ಎಂದರು
ಹಾಸ್ಟೆಲ್ನಲ್ಲಿ ಹಾವುಗಳ ಸಮಸ್ಯೆ ರೌಡಿಗಳ ಸಮಸ್ಯೆ ಇದೆ ಎಂದಾಗಿದ್ದರೆ ತಕ್ಷಣವೇ ಅಧಿಕಾರಿಗಳನ್ನು ಸ್ಥಳಕ್ಕೆ ಕರೆಸಿ ಸಮಸ್ಯೆ ಬಗೆಹರಿಸುವ ಅಧಿಕಾರ ನರೇಂದ್ರಸ್ವಾಮಿ ಹೊಂದಿದ್ದರು ಆದರೆ ಅಲ್ಲಿ ಏನೂ ಮಾಡಲಿಲ್ಲ ವಿಧಾನಸಭೆಯಲ್ಲಿ ಬಂದು ಇಲಾಖೆಯ ಬಗ್ಗೆ ವ್ಯಂಗ್ಯದ ಮಾತುಗಳನ್ನು ಆಡಿದ್ದಾರೆ,O,N,ಆದರೆ,ಹಾಸ್ಟೆಲ್ನಲ್ಲಿ ಹಾವುಗಳ ಸಮಸ್ಯೆ ರೌಡಿಗಳ ಸಮಸ್ಯೆ ಇದೆ ಎಂದಾಗಿದ್ದರೆ ತಕ್ಷಣವೇ ಅಧಿಕಾರಿಗಳನ್ನು ಸ್ಥಳಕ್ಕೆ ಕರೆಸಿ ಸಮಸ್ಯೆ ಬಗೆಹರಿಸುವ ಅಧಿಕಾರ ನರೇಂದ್ರಸ್ವಾಮಿ ಹೊಂದಿದ್ದರು,ಆದರೆ ಅಲ್ಲಿ ಏನೂ ಮಾಡಲಿಲ್ಲ ವಿಧಾನಸಭೆಯಲ್ಲಿ ಬಂದು ಇಲಾಖೆಯ ಬಗ್ಗೆ ವ್ಯಂಗ್ಯದ ಮಾತುಗಳನ್ನು ಆಡಿದ್ದಾರೆ
ಸೈದಾಪುರಃ ಮಗು ದೈಹಿಕವಾಗಿ ಸದೃಢನಾಗಿರುವ ಜತೆಗೆ ಆರೋಗ್ಯವಂತನಾಗಿದ್ದಾಗ ಮಾತ್ರ ಶೈಕ್ಷಣಿಕವಾಗಿ ಅಭಿವೃದ್ಧಿ ಹೊಂದಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ ಆದ್ದರಿಂದ ಪ್ರತಿಯೊಬ್ಬರು ಕ್ರೀಡಾ ಚಟುವಟಿಕೆಗಳಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳಬೇಕು ಎಂದು ಬಳಿಚಕ್ರ ಜಿಪಂ ಸದಸ್ಯ ಭೀಮರಡ್ಡಿಗೌಡ ಹೊಸಗೌಡರ ಕೂಡಲೂರ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಲಹೆ ನೀಡಿದರು,P,P,ಆದ್ದರಿಂದ,ಸೈದಾಪುರಃ ಮಗು ದೈಹಿಕವಾಗಿ ಸದೃಢನಾಗಿರುವ ಜತೆಗೆ ಆರೋಗ್ಯವಂತನಾಗಿದ್ದಾಗ ಮಾತ್ರ ಶೈಕ್ಷಣಿಕವಾಗಿ ಅಭಿವೃದ್ಧಿ ಹೊಂದಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ,ಆದ್ದರಿಂದ ಪ್ರತಿಯೊಬ್ಬರು ಕ್ರೀಡಾ ಚಟುವಟಿಕೆಗಳಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳಬೇಕು ಎಂದು ಬಳಿಚಕ್ರ ಜಿಪಂ ಸದಸ್ಯ ಭೀಮರಡ್ಡಿಗೌಡ ಹೊಸಗೌಡರ ಕೂಡಲೂರ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಲಹೆ ನೀಡಿದರು
ಈ ಸಂದರ್ಭದಲ್ಲಿ ಮಾತನಾಡಿದ ಅವರು ನಾನು ಎಂಜಿಆರ್ ಅಲ್ಲ ಆದರೆ ಅವರ ಹಾಗೆ ಬಡವರಿಗೆ ಅನುಕೂಲವಾಗುವ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಜಾರಿಗೊಳಿಸುತ್ತೇನೆ ಎಂದು ಭರವಸೆ ನೀಡಿದರು,O,P,ಆದರೆ,ಈ ಸಂದರ್ಭದಲ್ಲಿ ಮಾತನಾಡಿದ ಅವರು ನಾನು ಎಂಜಿಆರ್ ಅಲ್ಲ,ಆದರೆ ಅವರ ಹಾಗೆ ಬಡವರಿಗೆ ಅನುಕೂಲವಾಗುವ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಜಾರಿಗೊಳಿಸುತ್ತೇನೆ ಎಂದು ಭರವಸೆ ನೀಡಿದರು
ಅದಕ್ಕಾಗಿ ಪ್ರತಿವರ್ಷ ಆಗಸ್ಟ್ ಅಥವಾ ಸೆಪ್ಟೆಂಬರ್ ತಿಂಗಳಿನಲ್ಲಿ ದಿನಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡಿ ಪ್ರಕಾಶಕರು- ಲೇಖಕರಿಂದ ಅರ್ಜಿಗಳನ್ನು ಆಹ್ವಾನಿಸಲಾಗುತ್ತಿತ್ತು ಆದರೆ 2018ನೇ ಸಾಲಿನ ಮೊದಲ ಆರು ತಿಂಗಳಲ್ಲಿ ಪ್ರಕಟಗೊಂಡ ಪುಸ್ತಕಗಳ ಖರೀದಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡದೆ ಇಲಾಖೆಯ ವೆಬ್ಸೈಟ್ ಮೂಲಕ (ತಡವಾಗಿ) ಅರ್ಜಿ ಆಹ್ವಾನಿಸಿ ಜುಲೈ 31ರ ಒಳಗಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಲು ಸೂಚಿಸಲಾಗಿತ್ತು,O,O,ಆದರೆ,ಅದಕ್ಕಾಗಿ ಪ್ರತಿವರ್ಷ ಆಗಸ್ಟ್ ಅಥವಾ ಸೆಪ್ಟೆಂಬರ್ ತಿಂಗಳಿನಲ್ಲಿ ದಿನಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡಿ ಪ್ರಕಾಶಕರು- ಲೇಖಕರಿಂದ ಅರ್ಜಿಗಳನ್ನು ಆಹ್ವಾನಿಸಲಾಗುತ್ತಿತ್ತು,ಆದರೆ 2018ನೇ ಸಾಲಿನ ಮೊದಲ ಆರು ತಿಂಗಳಲ್ಲಿ ಪ್ರಕಟಗೊಂಡ ಪುಸ್ತಕಗಳ ಖರೀದಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡದೆ ಇಲಾಖೆಯ ವೆಬ್ಸೈಟ್ ಮೂಲಕ (ತಡವಾಗಿ) ಅರ್ಜಿ ಆಹ್ವಾನಿಸಿ ಜುಲೈ 31ರ ಒಳಗಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಲು ಸೂಚಿಸಲಾಗಿತ್ತು
ಇತ್ತೀಚಿಗೆ ಸ್ನೇಹಿತೆ ಅಮೃತಾ ಅರೋರಾ ಜೊತೆ ಕೋಮಲ್ ನಹಾತಾ ಶೋ ಸ್ಟೇರಿ ನೈಟ್ಸ್ 2 ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಬಂದಿದ್ದ ಕರೀನಾ ಕಪೂರ್ ನಾನು ಹಾಗೂ ಸೈಫ್ ಎರಡನೇ ಮಗುವಿನ ಪ್ಲಾನ್ ಮಾಡ್ತಿದ್ದೇವೆ ಆದರೆ ಎರಡು ವರ್ಷಗಳ ನಂತರ ಎಂದು ಕರೀನಾ ಹೇಳಿದ್ದಾಳೆ,O,O,ಆದರೆ,ಇತ್ತೀಚಿಗೆ ಸ್ನೇಹಿತೆ ಅಮೃತಾ ಅರೋರಾ ಜೊತೆ ಕೋಮಲ್ ನಹಾತಾ ಶೋ ಸ್ಟೇರಿ ನೈಟ್ಸ್ 2 ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಬಂದಿದ್ದ ಕರೀನಾ ಕಪೂರ್ ನಾನು ಹಾಗೂ ಸೈಫ್ ಎರಡನೇ ಮಗುವಿನ ಪ್ಲಾನ್ ಮಾಡ್ತಿದ್ದೇವೆ,ಆದರೆ ಎರಡು ವರ್ಷಗಳ ನಂತರ ಎಂದು ಕರೀನಾ ಹೇಳಿದ್ದಾಳೆ
ಇನ್ನೂ ಕೆಲವರಂತೂ ಬಾಯಿಗೆ ಬಂದ ಹಾಗೆ ಕಾಮೆಂಟ್ ಮಾಡಿದ್ದಾರೆ ಆದರೆ ಈ ಟ್ರೋಲ್ ಗಳು ಪ್ರಿಯಾಂಕಾ ಅವರಿಗೆ ಹಳೆ ವಿಷಯ,N,O,ಆದರೆ,ಇನ್ನೂ ಕೆಲವರಂತೂ ಬಾಯಿಗೆ ಬಂದ ಹಾಗೆ ಕಾಮೆಂಟ್ ಮಾಡಿದ್ದಾರೆ,ಆದರೆ ಈ ಟ್ರೋಲ್ ಗಳು ಪ್ರಿಯಾಂಕಾ ಅವರಿಗೆ ಹಳೆ ವಿಷಯ
ಯಾವುದೂ ಗಿಟ್ಟಲಿಲ್ಲ ಆದರೆ ಒಮ್ಮೆ ಅದೃಷ್ಟ ಖುಲಾಯಿಸಿದ ಮೇಲೆ ಎಲ್ಲರೂ ಕೇಳುವವರೇ ಇದು ಕೀರ್ತಿ ಶಿಖರವೇರಿರುವ ಯೋಗರಾಜ ಭಟ್ಟರ ಹಣೆಬರಹ,N,O,ಆದರೆ,ಯಾವುದೂ ಗಿಟ್ಟಲಿಲ್ಲ,ಆದರೆ ಒಮ್ಮೆ ಅದೃಷ್ಟ ಖುಲಾಯಿಸಿದ ಮೇಲೆ ಎಲ್ಲರೂ ಕೇಳುವವರೇ ಇದು ಕೀರ್ತಿ ಶಿಖರವೇರಿರುವ ಯೋಗರಾಜ ಭಟ್ಟರ ಹಣೆಬರಹ
ವಿದ್ಯಾರ್ಥಿಗಳು ಅಪಾಯದಿಂದ ಪಾರಾಗಿದ್ದಾರೆ ಆದರೆ 4 ಗಂಟೆಯವರೆಗೂ ಹೇಳಕ್ಕಾಗಲ್ಲ ಎಂದು ಕಿಮ್ಸ್ ವೈದ್ಯರು ಹೇಳಿದ್ದಾರೆ,P,O,ಆದರೆ,ವಿದ್ಯಾರ್ಥಿಗಳು ಅಪಾಯದಿಂದ ಪಾರಾಗಿದ್ದಾರೆ,ಆದರೆ 4 ಗಂಟೆಯವರೆಗೂ ಹೇಳಕ್ಕಾಗಲ್ಲ ಎಂದು ಕಿಮ್ಸ್ ವೈದ್ಯರು ಹೇಳಿದ್ದಾರೆ
ಭಾನುವಾರ ಈ ಆರ್ಡರ್ ಯುವಕನ ಕೈ ಸೇರಿದೆ ಆದರೆ ಪ್ಯಾಕೇಜ್ ತಗೆದಾಗ ಮೊಬೈಲ್ ಬದಲಿಗೆ ಇಟ್ಟಿಗೆ ಇರುವುದು ನೋಡಿ ಗಾಬರಿಯಾಗಿದ್ದಾನೆ,O,N,ಆದರೆ,ಭಾನುವಾರ ಈ ಆರ್ಡರ್ ಯುವಕನ ಕೈ ಸೇರಿದೆ,ಆದರೆ ಪ್ಯಾಕೇಜ್ ತಗೆದಾಗ ಮೊಬೈಲ್ ಬದಲಿಗೆ ಇಟ್ಟಿಗೆ ಇರುವುದು ನೋಡಿ ಗಾಬರಿಯಾಗಿದ್ದಾನೆ
ಕಾಡು ಶೇಕಡಾ ಭೂಭಾಗದ 33 ರಷ್ಟು ಇರಬೇಕೆಂದು ಪರಿಸರ ವಿಜ್ಞಾನಿಗಳು ಹೇಳಿದ್ದಾರೆ ಆದರೆ ಈಗ ಶೇಕಡಾ 10 ರಷ್ಟೂ ಕಾಡು ಉಳಿದಿಲ್ಲ,O,N,ಆದರೆ,ಕಾಡು ಶೇಕಡಾ ಭೂಭಾಗದ 33 ರಷ್ಟು ಇರಬೇಕೆಂದು ಪರಿಸರ ವಿಜ್ಞಾನಿಗಳು ಹೇಳಿದ್ದಾರೆ,ಆದರೆ ಈಗ ಶೇಕಡಾ 10 ರಷ್ಟೂ ಕಾಡು ಉಳಿದಿಲ್ಲ
ದೆಹಲಿ ಮತ್ತು ಎನ್ ಸಿಆರ್ ಪ್ರದೇಶದಲ್ಲಿ ಪಟಾಕಿ ಸಿಡಿಸುವುದು ನಿಷೇಧ ಮಾಡಿರುವಂತೆ ಸುಪ್ರೀಂಕೋರ್ಟ್ ಆದೇಶ ನೀಡಿದೆ ಆದರೆ ಈ ಆದೇಶವನ್ನು ಮಾರ್ಪಡಿಸಲು ಸುಪ್ರೀಂಕೋರ್ಟ್ ನಿರಾಕರಿಸಿದೆ,O,N,ಆದರೆ,ದೆಹಲಿ ಮತ್ತು ಎನ್ ಸಿಆರ್ ಪ್ರದೇಶದಲ್ಲಿ ಪಟಾಕಿ ಸಿಡಿಸುವುದು ನಿಷೇಧ ಮಾಡಿರುವಂತೆ ಸುಪ್ರೀಂಕೋರ್ಟ್ ಆದೇಶ ನೀಡಿದೆ,ಆದರೆ ಈ ಆದೇಶವನ್ನು ಮಾರ್ಪಡಿಸಲು ಸುಪ್ರೀಂಕೋರ್ಟ್ ನಿರಾಕರಿಸಿದೆ
ಅಮೆರಿಕದ ಉಪಾಧ್ಯಕ್ಷ ಮೈಕ್ ಪೆನ್ಸ್ ಕೂಡ ಒಲಿಂಪಿಕ್ಸ್ನ ಉದ್ಘಾಟನಾ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದರು ಆದರೆ ಉತ್ತರ ಕೊರಿಯದ ನಿಯೋಗ ಮತ್ತು ಅಮೆರಿಕದ ನಿಯೋಗದ ನಡುವೆ ಯಾವುದೇ ಸಂಪರ್ಕ ಇರಲಿಲ್ಲ,O,O,ಆದರೆ,ಅಮೆರಿಕದ ಉಪಾಧ್ಯಕ್ಷ ಮೈಕ್ ಪೆನ್ಸ್ ಕೂಡ ಒಲಿಂಪಿಕ್ಸ್ನ ಉದ್ಘಾಟನಾ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದರು,ಆದರೆ ಉತ್ತರ ಕೊರಿಯದ ನಿಯೋಗ ಮತ್ತು ಅಮೆರಿಕದ ನಿಯೋಗದ ನಡುವೆ ಯಾವುದೇ ಸಂಪರ್ಕ ಇರಲಿಲ್ಲ
ಖಾವಿ ಧರಿಸಿದವರಿಗೆ ಹಿಂದುಗಳು ಭಯ-ಭಕ್ತಿಯಿಂದ ನಮಸ್ಕರಿಸುತ್ತಾರೆ ಆದರೆ ಇತ್ತೀಚಿನ ದಿನಗಳಲ್ಲಿ ಕೆಲ ಖಾವಿಧಾರಿಗಳು ಮಾಡಿರುವ ಅನಾಚಾರದ ಕಾರಣಕ್ಕಾಗಿ ಎಲ್ಲರನ್ನೂ ಒಂದೇ ತಕ್ಕಡಿಯಲ್ಲಿ ತೂಗುವಂತಾಗಿದೆ,P,N,ಆದರೆ,ಖಾವಿ ಧರಿಸಿದವರಿಗೆ ಹಿಂದುಗಳು ಭಯ-ಭಕ್ತಿಯಿಂದ ನಮಸ್ಕರಿಸುತ್ತಾರೆ,ಆದರೆ ಇತ್ತೀಚಿನ ದಿನಗಳಲ್ಲಿ ಕೆಲ ಖಾವಿಧಾರಿಗಳು ಮಾಡಿರುವ ಅನಾಚಾರದ ಕಾರಣಕ್ಕಾಗಿ ಎಲ್ಲರನ್ನೂ ಒಂದೇ ತಕ್ಕಡಿಯಲ್ಲಿ ತೂಗುವಂತಾಗಿದೆ
ಹೀಗೆ ಸುಳ್ಳು ಸುದ್ದಿ ಹಬ್ಬಿಸುವವರ ಹಿಂದೆ ಯಾರಿದ್ದಾರೆ ಎಂದು ಗೊತ್ತಾಗುವುದಿಲ್ಲ ಎಂದು ಕೂಡ ಪಿಟ್ರೊಡಾ ಹೇಳಿದ್ದಾರೆ ಆದರೆ ಈ ಸುದ್ದಿ ಮಾತ್ರ ಇದೀಗ ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮದಲ್ಲಿ ವೈರಲ್ ಆಗಿದೆ,O,O,ಆದರೆ,ಹೀಗೆ ಸುಳ್ಳು ಸುದ್ದಿ ಹಬ್ಬಿಸುವವರ ಹಿಂದೆ ಯಾರಿದ್ದಾರೆ ಎಂದು ಗೊತ್ತಾಗುವುದಿಲ್ಲ ಎಂದು ಕೂಡ ಪಿಟ್ರೊಡಾ ಹೇಳಿದ್ದಾರೆ,ಆದರೆ ಈ ಸುದ್ದಿ ಮಾತ್ರ ಇದೀಗ ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮದಲ್ಲಿ ವೈರಲ್ ಆಗಿದೆ
